t-4,t-3,t-2,t-1,Y
11.0,6.0,6.0,5.0,8.0
6.0,6.0,5.0,8.0,7.0
6.0,5.0,8.0,7.0,5.0
5.0,8.0,7.0,5.0,9.0
8.0,7.0,5.0,9.0,11.0
7.0,5.0,9.0,11.0,23.0
5.0,9.0,11.0,23.0,20.0
9.0,11.0,23.0,20.0,17.0
11.0,23.0,20.0,17.0,17.0
23.0,20.0,17.0,17.0,19.0
20.0,17.0,17.0,19.0,23.0
17.0,17.0,19.0,23.0,26.0
17.0,19.0,23.0,26.0,30.0
19.0,23.0,26.0,30.0,28.0
23.0,26.0,30.0,28.0,30.0
26.0,30.0,28.0,30.0,31.0
30.0,28.0,30.0,31.0,37.0
28.0,30.0,31.0,37.0,31.0
30.0,31.0,37.0,31.0,40.0
31.0,37.0,31.0,40.0,35.0
37.0,31.0,40.0,35.0,45.0
31.0,40.0,35.0,45.0,34.0
40.0,35.0,45.0,34.0,42.0
35.0,45.0,34.0,42.0,39.0
45.0,34.0,42.0,39.0,38.0
34.0,42.0,39.0,38.0,48.0
42.0,39.0,38.0,48.0,41.0
39.0,38.0,48.0,41.0,43.0
38.0,48.0,41.0,43.0,37.0
48.0,41.0,43.0,37.0,45.0
41.0,43.0,37.0,45.0,43.0
43.0,37.0,45.0,43.0,43.0
37.0,45.0,43.0,43.0,45.0
45.0,43.0,43.0,45.0,26.0
43.0,43.0,45.0,26.0,40.0
43.0,45.0,26.0,40.0,40.0
45.0,26.0,40.0,40.0,33.0
26.0,40.0,40.0,33.0,37.0
40.0,40.0,33.0,37.0,31.0
40.0,33.0,37.0,31.0,42.0
33.0,37.0,31.0,42.0,43.0
37.0,31.0,42.0,43.0,39.0
31.0,42.0,43.0,39.0,37.0
42.0,43.0,39.0,37.0,41.0
43.0,39.0,37.0,41.0,60.0
39.0,37.0,41.0,60.0,50.0
37.0,41.0,60.0,50.0,51.0
41.0,60.0,50.0,51.0,53.0
60.0,50.0,51.0,53.0,46.0
50.0,51.0,53.0,46.0,56.0
51.0,53.0,46.0,56.0,61.0
53.0,46.0,56.0,61.0,59.0
46.0,56.0,61.0,59.0,56.0
56.0,61.0,59.0,56.0,52.0
61.0,59.0,56.0,52.0,51.0
59.0,56.0,52.0,51.0,50.0
56.0,52.0,51.0,50.0,53.0
52.0,51.0,50.0,53.0,50.0
51.0,50.0,53.0,50.0,42.0
50.0,53.0,50.0,42.0,43.0
53.0,50.0,42.0,43.0,35.0
50.0,42.0,43.0,35.0,36.0
42.0,43.0,35.0,36.0,28.0
43.0,35.0,36.0,28.0,34.0
35.0,36.0,28.0,34.0,32.0
36.0,28.0,34.0,32.0,35.0
28.0,34.0,32.0,35.0,23.0
34.0,32.0,35.0,23.0,25.0
32.0,35.0,23.0,25.0,28.0
35.0,23.0,25.0,28.0,28.0
23.0,25.0,28.0,28.0,25.0
25.0,28.0,28.0,25.0,29.0
28.0,28.0,25.0,29.0,19.0
28.0,25.0,29.0,19.0,21.0
25.0,29.0,19.0,21.0,23.0
29.0,19.0,21.0,23.0,26.0
21.0,17.0,13.0,15.0,11.0
17.0,13.0,15.0,11.0,14.0
13.0,15.0,11.0,14.0,13.0
15.0,11.0,14.0,13.0,13.0
11.0,14.0,13.0,13.0,16.0
14.0,13.0,13.0,16.0,15.0
13.0,13.0,16.0,15.0,14.0
13.0,16.0,15.0,14.0,17.0
16.0,15.0,14.0,17.0,10.0
15.0,14.0,17.0,10.0,7.0
14.0,17.0,10.0,7.0,10.0
17.0,10.0,7.0,10.0,7.0
10.0,7.0,10.0,7.0,5.0
7.0,10.0,7.0,5.0,11.0
10.0,7.0,5.0,11.0,10.0
7.0,5.0,11.0,10.0,5.0
5.0,11.0,10.0,5.0,7.0
11.0,10.0,5.0,7.0,9.0
10.0,5.0,7.0,9.0,7.0
5.0,7.0,9.0,7.0,14.0
7.0,9.0,7.0,14.0,17.0
9.0,7.0,14.0,17.0,22.0
7.0,14.0,17.0,22.0,17.0
14.0,17.0,22.0,17.0,21.0
17.0,22.0,17.0,21.0,22.0
22.0,17.0,21.0,22.0,22.0
17.0,21.0,22.0,22.0,24.0
21.0,22.0,22.0,24.0,27.0
22.0,22.0,24.0,27.0,21.0
22.0,24.0,27.0,21.0,23.0
24.0,27.0,21.0,23.0,34.0
27.0,21.0,23.0,34.0,28.0
21.0,23.0,34.0,28.0,25.0
23.0,34.0,28.0,25.0,43.0
34.0,28.0,25.0,43.0,29.0
28.0,25.0,43.0,29.0,47.0
25.0,43.0,29.0,47.0,29.0
43.0,29.0,47.0,29.0,43.0
29.0,47.0,29.0,43.0,31.0
47.0,29.0,43.0,31.0,39.0
29.0,43.0,31.0,39.0,47.0
43.0,31.0,39.0,47.0,39.0
31.0,39.0,47.0,39.0,45.0
39.0,47.0,39.0,45.0,43.0
47.0,39.0,45.0,43.0,53.0
39.0,45.0,43.0,53.0,45.0
45.0,43.0,53.0,45.0,47.0
43.0,53.0,45.0,47.0,50.0
53.0,45.0,47.0,50.0,49.0
45.0,47.0,50.0,49.0,38.0
47.0,50.0,49.0,38.0,49.0
50.0,49.0,38.0,49.0,56.0
49.0,38.0,49.0,56.0,40.0
38.0,49.0,56.0,40.0,45.0
49.0,56.0,40.0,45.0,48.0
56.0,40.0,45.0,48.0,49.0
40.0,45.0,48.0,49.0,48.0
45.0,48.0,49.0,48.0,43.0
48.0,49.0,48.0,43.0,51.0
49.0,48.0,43.0,51.0,67.0
48.0,43.0,51.0,67.0,63.0
43.0,51.0,67.0,63.0,65.0
51.0,67.0,63.0,65.0,64.0
67.0,63.0,65.0,64.0,82.0
63.0,65.0,64.0,82.0,77.0
65.0,64.0,82.0,77.0,78.0
64.0,82.0,77.0,78.0,75.0
82.0,77.0,78.0,75.0,73.0
77.0,78.0,75.0,73.0,64.0
78.0,75.0,73.0,64.0,68.0
75.0,73.0,64.0,68.0,56.0
73.0,64.0,68.0,56.0,56.0
64.0,68.0,56.0,56.0,57.0
68.0,56.0,56.0,57.0,56.0
56.0,56.0,57.0,56.0,46.0
56.0,57.0,56.0,46.0,38.0
57.0,56.0,46.0,38.0,39.0
56.0,46.0,38.0,39.0,46.0
46.0,38.0,39.0,46.0,41.0
38.0,39.0,46.0,41.0,31.0
39.0,46.0,41.0,31.0,44.0
46.0,41.0,31.0,44.0,33.0
41.0,31.0,44.0,33.0,19.0
31.0,44.0,33.0,19.0,21.0
44.0,33.0,19.0,21.0,33.0
33.0,19.0,21.0,33.0,27.0
19.0,21.0,33.0,27.0,22.0
21.0,33.0,27.0,22.0,18.0
33.0,27.0,22.0,18.0,26.0
27.0,22.0,18.0,26.0,23.0
22.0,18.0,26.0,23.0,27.0
18.0,26.0,23.0,27.0,18.0
14.0,11.0,10.0,8.0,6.0
11.0,10.0,8.0,6.0,4.0
10.0,8.0,6.0,4.0,6.0
8.0,6.0,4.0,6.0,1.0
6.0,4.0,6.0,1.0,3.0
4.0,6.0,1.0,3.0,3.0
6.0,1.0,3.0,3.0,5.0
1.0,3.0,3.0,5.0,4.0
3.0,3.0,5.0,4.0,0.0
3.0,5.0,4.0,0.0,4.0
5.0,4.0,0.0,4.0,3.0
4.0,0.0,4.0,3.0,5.0
0.0,4.0,3.0,5.0,1.0
4.0,3.0,5.0,1.0,5.0
3.0,5.0,1.0,5.0,2.0
5.0,1.0,5.0,2.0,10.0
1.0,5.0,2.0,10.0,8.0
5.0,2.0,10.0,8.0,4.0
2.0,10.0,8.0,4.0,12.0
10.0,8.0,4.0,12.0,13.0
8.0,4.0,12.0,13.0,7.0
4.0,12.0,13.0,7.0,12.0
12.0,13.0,7.0,12.0,10.0
13.0,7.0,12.0,10.0,13.0
7.0,12.0,10.0,13.0,13.0
12.0,10.0,13.0,13.0,12.0
10.0,13.0,13.0,12.0,16.0
13.0,13.0,12.0,16.0,24.0
13.0,12.0,16.0,24.0,29.0
12.0,16.0,24.0,29.0,32.0
16.0,24.0,29.0,32.0,44.0
24.0,29.0,32.0,44.0,38.0
29.0,32.0,44.0,38.0,37.0
32.0,44.0,38.0,37.0,45.0
44.0,38.0,37.0,45.0,45.0
38.0,37.0,45.0,45.0,41.0
37.0,45.0,45.0,41.0,43.0
45.0,45.0,41.0,43.0,33.0
45.0,41.0,43.0,33.0,52.0
41.0,43.0,33.0,52.0,45.0
43.0,33.0,52.0,45.0,39.0
33.0,52.0,45.0,39.0,45.0
52.0,45.0,39.0,45.0,27.0
45.0,39.0,45.0,27.0,34.0
39.0,45.0,27.0,34.0,48.0
45.0,27.0,34.0,48.0,44.0
27.0,34.0,48.0,44.0,54.0
34.0,48.0,44.0,54.0,49.0
48.0,44.0,54.0,49.0,47.0
44.0,54.0,49.0,47.0,35.0
54.0,49.0,47.0,35.0,50.0
49.0,47.0,35.0,50.0,48.0
47.0,35.0,50.0,48.0,50.0
35.0,50.0,48.0,50.0,46.0
50.0,48.0,50.0,46.0,47.0
48.0,50.0,46.0,47.0,46.0
50.0,46.0,47.0,46.0,41.0
46.0,47.0,46.0,41.0,39.0
47.0,46.0,41.0,39.0,51.0
46.0,41.0,39.0,51.0,48.0
41.0,39.0,51.0,48.0,53.0
39.0,51.0,48.0,53.0,60.0
51.0,48.0,53.0,60.0,66.0
48.0,53.0,60.0,66.0,49.0
53.0,60.0,66.0,49.0,61.0
60.0,66.0,49.0,61.0,63.0
66.0,49.0,61.0,63.0,75.0
49.0,61.0,63.0,75.0,72.0
61.0,63.0,75.0,72.0,52.0
63.0,75.0,72.0,52.0,72.0
75.0,72.0,52.0,72.0,72.0
72.0,52.0,72.0,72.0,82.0
52.0,72.0,72.0,82.0,85.0
72.0,72.0,82.0,85.0,60.0
72.0,82.0,85.0,60.0,67.0
82.0,85.0,60.0,67.0,61.0
85.0,60.0,67.0,61.0,41.0
60.0,67.0,61.0,41.0,35.0
67.0,61.0,41.0,35.0,33.0
61.0,41.0,35.0,33.0,26.0
41.0,35.0,33.0,26.0,30.0
35.0,33.0,26.0,30.0,30.0
33.0,26.0,30.0,30.0,27.0
26.0,30.0,30.0,27.0,22.0
30.0,30.0,27.0,22.0,19.0
30.0,27.0,22.0,19.0,27.0
27.0,22.0,19.0,27.0,30.0
22.0,19.0,27.0,30.0,33.0
19.0,27.0,30.0,33.0,21.0
27.0,30.0,33.0,21.0,22.0
30.0,33.0,21.0,22.0,15.0
33.0,21.0,22.0,15.0,15.0
15.0,14.0,21.0,9.0,9.0
14.0,21.0,9.0,9.0,10.0
21.0,9.0,9.0,10.0,4.0
9.0,9.0,10.0,4.0,11.0
9.0,10.0,4.0,11.0,4.0
10.0,4.0,11.0,4.0,6.0
4.0,11.0,4.0,6.0,9.0
11.0,4.0,6.0,9.0,8.0
4.0,6.0,9.0,8.0,5.0
6.0,9.0,8.0,5.0,5.0
9.0,8.0,5.0,5.0,8.0
8.0,5.0,5.0,8.0,7.0
5.0,5.0,8.0,7.0,7.0
5.0,8.0,7.0,7.0,5.0
8.0,7.0,7.0,5.0,12.0
7.0,7.0,5.0,12.0,11.0
7.0,5.0,12.0,11.0,15.0
5.0,12.0,11.0,15.0,8.0
12.0,11.0,15.0,8.0,6.0
11.0,15.0,8.0,6.0,10.0
15.0,8.0,6.0,10.0,15.0
8.0,6.0,10.0,15.0,18.0
6.0,10.0,15.0,18.0,15.0
10.0,15.0,18.0,15.0,12.0
15.0,18.0,15.0,12.0,17.0
18.0,15.0,12.0,17.0,17.0
15.0,12.0,17.0,17.0,15.0
12.0,17.0,17.0,15.0,43.0
17.0,17.0,15.0,43.0,50.0
17.0,15.0,43.0,50.0,48.0
15.0,43.0,50.0,48.0,42.0
43.0,50.0,48.0,42.0,51.0
50.0,48.0,42.0,51.0,50.0
48.0,42.0,51.0,50.0,55.0
42.0,51.0,50.0,55.0,47.0
51.0,50.0,55.0,47.0,47.0
50.0,55.0,47.0,47.0,63.0
55.0,47.0,47.0,63.0,53.0
47.0,47.0,63.0,53.0,51.0
47.0,63.0,53.0,51.0,56.0
63.0,53.0,51.0,56.0,57.0
53.0,51.0,56.0,57.0,69.0
51.0,56.0,57.0,69.0,47.0
56.0,57.0,69.0,47.0,62.0
57.0,69.0,47.0,62.0,46.0
69.0,47.0,62.0,46.0,57.0
47.0,62.0,46.0,57.0,63.0
62.0,46.0,57.0,63.0,61.0
46.0,57.0,63.0,61.0,61.0
57.0,63.0,61.0,61.0,63.0
63.0,61.0,61.0,63.0,38.0
61.0,61.0,63.0,38.0,57.0
61.0,63.0,38.0,57.0,59.0
63.0,38.0,57.0,59.0,60.0
38.0,57.0,59.0,60.0,50.0
57.0,59.0,60.0,50.0,68.0
59.0,60.0,50.0,68.0,49.0
60.0,50.0,68.0,49.0,58.0
50.0,68.0,49.0,58.0,49.0
68.0,49.0,58.0,49.0,67.0
49.0,58.0,49.0,67.0,76.0
58.0,49.0,67.0,76.0,81.0
49.0,67.0,76.0,81.0,77.0
67.0,76.0,81.0,77.0,65.0
76.0,81.0,77.0,65.0,77.0
81.0,77.0,65.0,77.0,87.0
77.0,65.0,77.0,87.0,85.0
65.0,77.0,87.0,85.0,94.0
77.0,87.0,85.0,94.0,107.0
87.0,85.0,94.0,107.0,107.0
85.0,94.0,107.0,107.0,93.0
94.0,107.0,107.0,93.0,65.0
107.0,107.0,93.0,65.0,86.0
107.0,93.0,65.0,86.0,72.0
93.0,65.0,86.0,72.0,94.0
65.0,86.0,72.0,94.0,74.0
86.0,72.0,94.0,74.0,46.0
72.0,94.0,74.0,46.0,56.0
94.0,74.0,46.0,56.0,67.0
74.0,46.0,56.0,67.0,43.0
46.0,56.0,67.0,43.0,55.0
56.0,67.0,43.0,55.0,35.0
67.0,43.0,55.0,35.0,43.0
43.0,55.0,35.0,43.0,35.0
55.0,35.0,43.0,35.0,33.0
35.0,43.0,35.0,33.0,42.0
43.0,35.0,33.0,42.0,23.0
35.0,33.0,42.0,23.0,34.0
33.0,42.0,23.0,34.0,26.0
42.0,23.0,34.0,26.0,22.0
23.0,34.0,26.0,22.0,25.0
34.0,26.0,22.0,25.0,34.0
27.0,21.0,17.0,9.0,13.0
21.0,17.0,9.0,13.0,7.0
17.0,9.0,13.0,7.0,7.0
9.0,13.0,7.0,7.0,5.0
13.0,7.0,7.0,5.0,7.0
7.0,7.0,5.0,7.0,4.0
7.0,5.0,7.0,4.0,7.0
5.0,7.0,4.0,7.0,4.0
7.0,4.0,7.0,4.0,2.0
4.0,7.0,4.0,2.0,2.0
7.0,4.0,2.0,2.0,4.0
4.0,2.0,2.0,4.0,3.0
2.0,2.0,4.0,3.0,6.0
2.0,4.0,3.0,6.0,3.0
4.0,3.0,6.0,3.0,10.0
3.0,6.0,3.0,10.0,5.0
6.0,3.0,10.0,5.0,7.0
3.0,10.0,5.0,7.0,7.0
10.0,5.0,7.0,7.0,8.0
5.0,7.0,7.0,8.0,8.0
7.0,7.0,8.0,8.0,12.0
7.0,8.0,8.0,12.0,10.0
8.0,8.0,12.0,10.0,15.0
8.0,12.0,10.0,15.0,10.0
12.0,10.0,15.0,10.0,25.0
10.0,15.0,10.0,25.0,22.0
15.0,10.0,25.0,22.0,21.0
10.0,25.0,22.0,21.0,27.0
25.0,22.0,21.0,27.0,37.0
22.0,21.0,27.0,37.0,47.0
21.0,27.0,37.0,47.0,39.0
27.0,37.0,47.0,39.0,49.0
37.0,47.0,39.0,49.0,44.0
47.0,39.0,49.0,44.0,51.0
39.0,49.0,44.0,51.0,44.0
49.0,44.0,51.0,44.0,42.0
44.0,51.0,44.0,42.0,43.0
51.0,44.0,42.0,43.0,46.0
44.0,42.0,43.0,46.0,63.0
42.0,43.0,46.0,63.0,45.0
43.0,46.0,63.0,45.0,55.0
46.0,63.0,45.0,55.0,46.0
63.0,45.0,55.0,46.0,54.0
45.0,55.0,46.0,54.0,51.0
55.0,46.0,54.0,51.0,50.0
46.0,54.0,51.0,50.0,39.0
54.0,51.0,50.0,39.0,54.0
51.0,50.0,39.0,54.0,57.0
50.0,39.0,54.0,57.0,54.0
39.0,54.0,57.0,54.0,44.0
54.0,57.0,54.0,44.0,52.0
57.0,54.0,44.0,52.0,48.0
54.0,44.0,52.0,48.0,46.0
44.0,52.0,48.0,46.0,57.0
52.0,48.0,46.0,57.0,65.0
48.0,46.0,57.0,65.0,49.0
46.0,57.0,65.0,49.0,44.0
57.0,65.0,49.0,44.0,55.0
65.0,49.0,44.0,55.0,53.0
49.0,44.0,55.0,53.0,57.0
44.0,55.0,53.0,57.0,50.0
55.0,53.0,57.0,50.0,75.0
53.0,57.0,50.0,75.0,61.0
57.0,50.0,75.0,61.0,58.0
50.0,75.0,61.0,58.0,68.0
75.0,61.0,58.0,68.0,75.0
61.0,58.0,68.0,75.0,77.0
58.0,68.0,75.0,77.0,79.0
68.0,75.0,77.0,79.0,94.0
75.0,77.0,79.0,94.0,99.0
77.0,79.0,94.0,99.0,91.0
79.0,94.0,99.0,91.0,102.0
94.0,99.0,91.0,102.0,86.0
99.0,91.0,102.0,86.0,74.0
91.0,102.0,86.0,74.0,93.0
102.0,86.0,74.0,93.0,60.0
86.0,74.0,93.0,60.0,68.0
74.0,93.0,60.0,68.0,50.0
93.0,60.0,68.0,50.0,44.0
60.0,68.0,50.0,44.0,43.0
68.0,50.0,44.0,43.0,47.0
50.0,44.0,43.0,47.0,28.0
44.0,43.0,47.0,28.0,27.0
43.0,47.0,28.0,27.0,36.0
47.0,28.0,27.0,36.0,26.0
28.0,27.0,36.0,26.0,31.0
27.0,36.0,26.0,31.0,19.0
36.0,26.0,31.0,19.0,27.0
26.0,31.0,19.0,27.0,26.0
31.0,19.0,27.0,26.0,27.0
19.0,27.0,26.0,27.0,22.0
27.0,26.0,27.0,22.0,23.0
29.0,23.0,13.0,11.0,11.0
23.0,13.0,11.0,11.0,11.0
13.0,11.0,11.0,11.0,4.0
11.0,11.0,11.0,4.0,11.0
11.0,11.0,4.0,11.0,12.0
11.0,4.0,11.0,12.0,12.0
4.0,11.0,12.0,12.0,7.0
11.0,12.0,12.0,7.0,8.0
12.0,12.0,7.0,8.0,10.0
12.0,7.0,8.0,10.0,7.0
7.0,8.0,10.0,7.0,5.0
8.0,10.0,7.0,5.0,6.0
10.0,7.0,5.0,6.0,4.0
7.0,5.0,6.0,4.0,2.0
5.0,6.0,4.0,2.0,7.0
6.0,4.0,2.0,7.0,7.0
4.0,2.0,7.0,7.0,5.0
2.0,7.0,7.0,5.0,11.0
7.0,7.0,5.0,11.0,9.0
7.0,5.0,11.0,9.0,11.0
5.0,11.0,9.0,11.0,20.0
11.0,9.0,11.0,20.0,8.0
9.0,11.0,20.0,8.0,15.0
11.0,20.0,8.0,15.0,23.0
20.0,8.0,15.0,23.0,23.0
8.0,15.0,23.0,23.0,21.0
15.0,23.0,23.0,21.0,37.0
23.0,23.0,21.0,37.0,31.0
23.0,21.0,37.0,31.0,44.0
21.0,37.0,31.0,44.0,38.0
37.0,31.0,44.0,38.0,40.0
31.0,44.0,38.0,40.0,44.0
44.0,38.0,40.0,44.0,46.0
38.0,40.0,44.0,46.0,45.0
40.0,44.0,46.0,45.0,50.0
44.0,46.0,45.0,50.0,55.0
46.0,45.0,50.0,55.0,44.0
45.0,50.0,55.0,44.0,48.0
50.0,55.0,44.0,48.0,49.0
55.0,44.0,48.0,49.0,41.0
44.0,48.0,49.0,41.0,54.0
48.0,49.0,41.0,54.0,47.0
49.0,41.0,54.0,47.0,55.0
41.0,54.0,47.0,55.0,54.0
54.0,47.0,55.0,54.0,59.0
47.0,55.0,54.0,59.0,55.0
55.0,54.0,59.0,55.0,50.0
54.0,59.0,55.0,50.0,50.0
59.0,55.0,50.0,50.0,54.0
55.0,50.0,50.0,54.0,46.0
50.0,50.0,54.0,46.0,54.0
50.0,54.0,46.0,54.0,44.0
54.0,46.0,54.0,44.0,47.0
46.0,54.0,44.0,47.0,59.0
54.0,44.0,47.0,59.0,67.0
44.0,47.0,59.0,67.0,62.0
47.0,59.0,67.0,62.0,66.0
59.0,67.0,62.0,66.0,55.0
67.0,62.0,66.0,55.0,63.0
62.0,66.0,55.0,63.0,49.0
66.0,55.0,63.0,49.0,62.0
55.0,63.0,49.0,62.0,67.0
63.0,49.0,62.0,67.0,71.0
49.0,62.0,67.0,71.0,66.0
62.0,67.0,71.0,66.0,71.0
67.0,71.0,66.0,71.0,84.0
71.0,66.0,71.0,84.0,74.0
66.0,71.0,84.0,74.0,87.0
71.0,84.0,74.0,87.0,80.0
84.0,74.0,87.0,80.0,74.0
74.0,87.0,80.0,74.0,78.0
87.0,80.0,74.0,78.0,83.0
80.0,74.0,78.0,83.0,86.0
74.0,78.0,83.0,86.0,73.0
78.0,83.0,86.0,73.0,63.0
83.0,86.0,73.0,63.0,75.0
86.0,73.0,63.0,75.0,60.0
73.0,63.0,75.0,60.0,49.0
63.0,75.0,60.0,49.0,49.0
75.0,60.0,49.0,49.0,43.0
60.0,49.0,49.0,43.0,30.0
49.0,49.0,43.0,30.0,30.0
49.0,43.0,30.0,30.0,33.0
43.0,30.0,30.0,33.0,32.0
30.0,30.0,33.0,32.0,29.0
30.0,33.0,32.0,29.0,27.0
33.0,32.0,29.0,27.0,24.0
32.0,29.0,27.0,24.0,23.0
29.0,27.0,24.0,23.0,25.0
27.0,24.0,23.0,25.0,20.0
24.0,23.0,25.0,20.0,36.0
23.0,25.0,20.0,36.0,27.0
16.0,20.0,15.0,9.0,6.0
20.0,15.0,9.0,6.0,15.0
15.0,9.0,6.0,15.0,5.0
9.0,6.0,15.0,5.0,19.0
6.0,15.0,5.0,19.0,14.0
15.0,5.0,19.0,14.0,14.0
5.0,19.0,14.0,14.0,17.0
19.0,14.0,14.0,17.0,12.0
14.0,14.0,17.0,12.0,13.0
14.0,17.0,12.0,13.0,10.0
17.0,12.0,13.0,10.0,16.0
12.0,13.0,10.0,16.0,18.0
13.0,10.0,16.0,18.0,14.0
10.0,16.0,18.0,14.0,13.0
16.0,18.0,14.0,13.0,9.0
18.0,14.0,13.0,9.0,14.0
14.0,13.0,9.0,14.0,17.0
13.0,9.0,14.0,17.0,12.0
9.0,14.0,17.0,12.0,11.0
14.0,17.0,12.0,11.0,15.0
17.0,12.0,11.0,15.0,13.0
12.0,11.0,15.0,13.0,10.0
11.0,15.0,13.0,10.0,4.0
15.0,13.0,10.0,4.0,9.0
13.0,10.0,4.0,9.0,10.0
10.0,4.0,9.0,10.0,10.0
4.0,9.0,10.0,10.0,16.0
9.0,10.0,10.0,16.0,13.0
10.0,10.0,16.0,13.0,9.0
10.0,16.0,13.0,9.0,11.0
16.0,13.0,9.0,11.0,8.0
13.0,9.0,11.0,8.0,14.0
9.0,11.0,8.0,14.0,15.0
11.0,8.0,14.0,15.0,12.0
8.0,14.0,15.0,12.0,12.0
14.0,15.0,12.0,12.0,7.0
15.0,12.0,12.0,7.0,8.0
12.0,12.0,7.0,8.0,10.0
12.0,7.0,8.0,10.0,12.0
7.0,8.0,10.0,12.0,14.0
8.0,10.0,12.0,14.0,17.0
10.0,12.0,14.0,17.0,13.0
12.0,14.0,17.0,13.0,11.0
14.0,17.0,13.0,11.0,19.0
17.0,13.0,11.0,19.0,17.0
13.0,11.0,19.0,17.0,15.0
11.0,19.0,17.0,15.0,12.0
19.0,17.0,15.0,12.0,15.0
17.0,15.0,12.0,15.0,22.0
15.0,12.0,15.0,22.0,20.0
12.0,15.0,22.0,20.0,20.0
15.0,22.0,20.0,20.0,20.0
22.0,20.0,20.0,20.0,24.0
20.0,20.0,20.0,24.0,19.0
20.0,20.0,24.0,19.0,19.0
20.0,24.0,19.0,19.0,28.0
24.0,19.0,19.0,28.0,23.0
19.0,19.0,28.0,23.0,30.0
19.0,28.0,23.0,30.0,27.0
28.0,23.0,30.0,27.0,18.0
23.0,30.0,27.0,18.0,19.0
30.0,27.0,18.0,19.0,25.0
27.0,18.0,19.0,25.0,19.0
18.0,19.0,25.0,19.0,21.0
19.0,25.0,19.0,21.0,30.0
25.0,19.0,21.0,30.0,25.0
19.0,21.0,30.0,25.0,20.0
21.0,30.0,25.0,20.0,22.0
30.0,25.0,20.0,22.0,17.0
25.0,20.0,22.0,17.0,20.0
20.0,22.0,17.0,20.0,9.0
22.0,17.0,20.0,9.0,18.0
17.0,20.0,9.0,18.0,15.0
20.0,9.0,18.0,15.0,18.0
9.0,18.0,15.0,18.0,16.0
18.0,15.0,18.0,16.0,15.0
15.0,18.0,16.0,15.0,15.0
18.0,16.0,15.0,15.0,14.0
16.0,15.0,15.0,14.0,16.0
15.0,15.0,14.0,16.0,9.0
15.0,14.0,16.0,9.0,16.0
14.0,16.0,9.0,16.0,12.0
16.0,9.0,16.0,12.0,14.0
9.0,16.0,12.0,14.0,12.0
16.0,12.0,14.0,12.0,6.0
12.0,14.0,12.0,6.0,7.0
14.0,12.0,6.0,7.0,8.0
12.0,6.0,7.0,8.0,16.0
6.0,7.0,8.0,16.0,9.0
7.0,8.0,16.0,9.0,13.0
8.0,16.0,9.0,13.0,4.0
16.0,9.0,13.0,4.0,12.0
36.0,34.666666666666664,22.0,19.0,16.0
34.666666666666664,22.0,19.0,16.0,15.0
22.0,19.0,16.0,15.0,9.0
19.0,16.0,15.0,9.0,9.0
16.0,15.0,9.0,9.0,9.0
15.0,9.0,9.0,9.0,13.0
9.0,9.0,9.0,13.0,8.0
9.0,9.0,13.0,8.0,18.0
9.0,13.0,8.0,18.0,5.0
13.0,8.0,18.0,5.0,9.0
8.0,18.0,5.0,9.0,13.0
18.0,5.0,9.0,13.0,7.0
5.0,9.0,13.0,7.0,17.0
9.0,13.0,7.0,17.0,9.0
13.0,7.0,17.0,9.0,15.0
7.0,17.0,9.0,15.0,8.0
17.0,9.0,15.0,8.0,11.0
9.0,15.0,8.0,11.0,10.0
15.0,8.0,11.0,10.0,10.0
8.0,11.0,10.0,10.0,9.0
11.0,10.0,10.0,9.0,17.0
10.0,10.0,9.0,17.0,17.0
10.0,9.0,17.0,17.0,21.0
9.0,17.0,17.0,21.0,18.0
17.0,17.0,21.0,18.0,25.0
17.0,21.0,18.0,25.0,30.0
21.0,18.0,25.0,30.0,38.0
18.0,25.0,30.0,38.0,28.0
25.0,30.0,38.0,28.0,38.0
30.0,38.0,28.0,38.0,34.0
38.0,28.0,38.0,34.0,41.0
28.0,38.0,34.0,41.0,46.0
38.0,34.0,41.0,46.0,45.0
34.0,41.0,46.0,45.0,54.0
41.0,46.0,45.0,54.0,52.0
46.0,45.0,54.0,52.0,46.0
45.0,54.0,52.0,46.0,52.0
54.0,52.0,46.0,52.0,51.0
52.0,46.0,52.0,51.0,58.0
46.0,52.0,51.0,58.0,46.0
52.0,51.0,58.0,46.0,59.0
51.0,58.0,46.0,59.0,60.0
58.0,46.0,59.0,60.0,51.0
46.0,59.0,60.0,51.0,57.0
59.0,60.0,51.0,57.0,54.0
60.0,51.0,57.0,54.0,59.0
51.0,57.0,54.0,59.0,45.0
57.0,54.0,59.0,45.0,66.0
54.0,59.0,45.0,66.0,56.0
59.0,45.0,66.0,56.0,47.0
45.0,66.0,56.0,47.0,45.0
66.0,56.0,47.0,45.0,51.0
56.0,47.0,45.0,51.0,49.0
47.0,45.0,51.0,49.0,49.0
45.0,51.0,49.0,49.0,51.0
51.0,49.0,49.0,51.0,54.0
49.0,49.0,51.0,54.0,52.0
49.0,51.0,54.0,52.0,66.0
51.0,54.0,52.0,66.0,57.0
54.0,52.0,66.0,57.0,64.0
52.0,66.0,57.0,64.0,64.0
66.0,57.0,64.0,64.0,83.0
57.0,64.0,64.0,83.0,58.0
64.0,64.0,83.0,58.0,58.0
64.0,83.0,58.0,58.0,65.0
83.0,58.0,58.0,65.0,70.0
58.0,58.0,65.0,70.0,72.0
58.0,65.0,70.0,72.0,52.0
65.0,70.0,72.0,52.0,47.0
70.0,72.0,52.0,47.0,53.0
