t-4,t-3,t-2,t-1,Y
10.0,5.0,7.0,7.0,8.0
5.0,7.0,7.0,8.0,8.0
7.0,7.0,8.0,8.0,12.0
7.0,8.0,8.0,12.0,10.0
8.0,8.0,12.0,10.0,15.0
8.0,12.0,10.0,15.0,10.0
12.0,10.0,15.0,10.0,25.0
10.0,15.0,10.0,25.0,22.0
15.0,10.0,25.0,22.0,21.0
10.0,25.0,22.0,21.0,27.0
25.0,22.0,21.0,27.0,37.0
22.0,21.0,27.0,37.0,47.0
21.0,27.0,37.0,47.0,39.0
27.0,37.0,47.0,39.0,49.0
37.0,47.0,39.0,49.0,44.0
47.0,39.0,49.0,44.0,51.0
39.0,49.0,44.0,51.0,44.0
49.0,44.0,51.0,44.0,42.0
44.0,51.0,44.0,42.0,43.0
51.0,44.0,42.0,43.0,46.0
44.0,42.0,43.0,46.0,51.333333333333336
42.0,43.0,46.0,51.333333333333336,45.0
43.0,46.0,51.333333333333336,45.0,55.0
46.0,51.333333333333336,45.0,55.0,46.0
51.333333333333336,45.0,55.0,46.0,54.0
45.0,55.0,46.0,54.0,51.0
55.0,46.0,54.0,51.0,50.0
46.0,54.0,51.0,50.0,39.0
54.0,51.0,50.0,39.0,54.0
51.0,50.0,39.0,54.0,57.0
50.0,39.0,54.0,57.0,54.0
39.0,54.0,57.0,54.0,44.0
54.0,57.0,54.0,44.0,52.0
57.0,54.0,44.0,52.0,48.0
54.0,44.0,52.0,48.0,46.0
44.0,52.0,48.0,46.0,57.0
52.0,48.0,46.0,57.0,65.0
48.0,46.0,57.0,65.0,49.0
46.0,57.0,65.0,49.0,44.0
57.0,65.0,49.0,44.0,55.0
65.0,49.0,44.0,55.0,53.0
49.0,44.0,55.0,53.0,57.0
44.0,55.0,53.0,57.0,50.0
55.0,53.0,57.0,50.0,75.0
53.0,57.0,50.0,75.0,61.0
57.0,50.0,75.0,61.0,58.0
50.0,75.0,61.0,58.0,68.0
75.0,61.0,58.0,68.0,75.0
61.0,58.0,68.0,75.0,77.0
58.0,68.0,75.0,77.0,79.0
68.0,75.0,77.0,79.0,94.0
75.0,77.0,79.0,94.0,99.0
77.0,79.0,94.0,99.0,91.0
79.0,94.0,99.0,91.0,102.0
94.0,99.0,91.0,102.0,86.0
99.0,91.0,102.0,86.0,74.0
91.0,102.0,86.0,74.0,93.0
102.0,86.0,74.0,93.0,60.0
86.0,74.0,93.0,60.0,68.0
74.0,93.0,60.0,68.0,50.0
93.0,60.0,68.0,50.0,44.0
60.0,68.0,50.0,44.0,43.0
68.0,50.0,44.0,43.0,47.0
50.0,44.0,43.0,47.0,28.0
44.0,43.0,47.0,28.0,27.0
43.0,47.0,28.0,27.0,36.0
47.0,28.0,27.0,36.0,26.0
28.0,27.0,36.0,26.0,31.0
27.0,36.0,26.0,31.0,19.0
36.0,26.0,31.0,19.0,27.0
26.0,31.0,19.0,27.0,26.0
31.0,19.0,27.0,26.0,27.0
19.0,27.0,26.0,27.0,22.0
27.0,26.0,27.0,22.0,23.0
30.0,31.0,23.0,19.0,15.0
31.0,23.0,19.0,15.0,16.0
23.0,19.0,15.0,16.0,8.0
19.0,15.0,16.0,8.0,7.0
15.0,16.0,8.0,7.0,4.0
16.0,8.0,7.0,4.0,9.0
8.0,7.0,4.0,9.0,5.0
7.0,4.0,9.0,5.0,3.0
4.0,9.0,5.0,3.0,5.0
9.0,5.0,3.0,5.0,7.0
5.0,3.0,5.0,7.0,6.0
3.0,5.0,7.0,6.0,4.0
5.0,7.0,6.0,4.0,4.0
7.0,6.0,4.0,4.0,6.0
6.0,4.0,4.0,6.0,8.0
4.0,4.0,6.0,8.0,8.0
4.0,6.0,8.0,8.0,3.0
6.0,8.0,8.0,3.0,7.0
8.0,8.0,3.0,7.0,7.0
8.0,3.0,7.0,7.0,10.0
3.0,7.0,7.0,10.0,9.0
7.0,7.0,10.0,9.0,13.0
7.0,10.0,9.0,13.0,13.0
10.0,9.0,13.0,13.0,17.0
9.0,13.0,13.0,17.0,27.0
13.0,13.0,17.0,27.0,33.0
13.0,17.0,27.0,33.0,42.666666666666664
17.0,27.0,33.0,42.666666666666664,57.888888888888886
27.0,33.0,42.666666666666664,57.888888888888886,68.96296296296296
33.0,42.666666666666664,57.888888888888886,68.96296296296296,74.65432098765432
42.666666666666664,57.888888888888886,68.96296296296296,74.65432098765432,74.55144032921811
57.888888888888886,68.96296296296296,74.65432098765432,74.55144032921811,68.85048010973937
68.96296296296296,74.65432098765432,74.55144032921811,68.85048010973937,66.28349336991312
74.65432098765432,74.55144032921811,68.85048010973937,66.28349336991312,67.09449778997104
74.55144032921811,68.85048010973937,66.28349336991312,67.09449778997104,66.03149926332368
68.85048010973937,66.28349336991312,67.09449778997104,66.03149926332368,63.0
66.28349336991312,67.09449778997104,66.03149926332368,63.0,56.0
67.09449778997104,66.03149926332368,63.0,56.0,55.0
66.03149926332368,63.0,56.0,55.0,60.0
63.0,56.0,55.0,60.0,60.0
56.0,55.0,60.0,60.0,63.666666666666664
55.0,60.0,60.0,63.666666666666664,63.888888888888886
60.0,60.0,63.666666666666664,63.888888888888886,63.0
60.0,63.666666666666664,63.888888888888886,63.0,66.0
63.666666666666664,63.888888888888886,63.0,66.0,68.66666666666667
63.888888888888886,63.0,66.0,68.66666666666667,68.0
63.0,66.0,68.66666666666667,68.0,67.0
66.0,68.66666666666667,68.0,67.0,71.0
68.66666666666667,68.0,67.0,71.0,77.66666666666667
68.0,67.0,71.0,77.66666666666667,75.22222222222223
67.0,71.0,77.66666666666667,75.22222222222223,70.4074074074074
71.0,77.66666666666667,75.22222222222223,70.4074074074074,62.0
77.66666666666667,75.22222222222223,70.4074074074074,62.0,61.0
75.22222222222223,70.4074074074074,62.0,61.0,66.66666666666667
70.4074074074074,62.0,61.0,66.66666666666667,68.22222222222223
62.0,61.0,66.66666666666667,68.22222222222223,67.0
61.0,66.66666666666667,68.22222222222223,67.0,63.0
66.66666666666667,68.22222222222223,67.0,63.0,70.0
68.22222222222223,67.0,63.0,70.0,60.0
67.0,63.0,70.0,60.0,63.0
63.0,70.0,60.0,63.0,63.0
70.0,60.0,63.0,63.0,80.33333333333333
60.0,63.0,63.0,80.33333333333333,84.0
63.0,63.0,80.33333333333333,84.0,87.0
63.0,80.33333333333333,84.0,87.0,96.0
80.33333333333333,84.0,87.0,96.0,102.66666666666667
84.0,87.0,96.0,102.66666666666667,94.0
87.0,96.0,102.66666666666667,94.0,108.66666666666667
96.0,102.66666666666667,94.0,108.66666666666667,107.55555555555556
102.66666666666667,94.0,108.66666666666667,107.55555555555556,101.0
94.0,108.66666666666667,107.55555555555556,101.0,123.0
108.66666666666667,107.55555555555556,101.0,123.0,123.0
107.55555555555556,101.0,123.0,123.0,110.33333333333333
101.0,123.0,123.0,110.33333333333333,94.0
123.0,123.0,110.33333333333333,94.0,102.33333333333333
123.0,110.33333333333333,94.0,102.33333333333333,90.0
110.33333333333333,94.0,102.33333333333333,90.0,93.66666666666667
94.0,102.33333333333333,90.0,93.66666666666667,86.22222222222223
102.33333333333333,90.0,93.66666666666667,86.22222222222223,76.07407407407408
90.0,93.66666666666667,86.22222222222223,76.07407407407408,63.358024691358025
93.66666666666667,86.22222222222223,76.07407407407408,63.358024691358025,51.0
86.22222222222223,76.07407407407408,63.358024691358025,51.0,50.333333333333336
76.07407407407408,63.358024691358025,51.0,50.333333333333336,47.0
63.358024691358025,51.0,50.333333333333336,47.0,47.333333333333336
51.0,50.333333333333336,47.0,47.333333333333336,47.111111111111114
50.333333333333336,47.0,47.333333333333336,47.111111111111114,43.03703703703704
47.0,47.333333333333336,47.111111111111114,43.03703703703704,36.0
47.333333333333336,47.111111111111114,43.03703703703704,36.0,28.0
47.111111111111114,43.03703703703704,36.0,28.0,35.0
43.03703703703704,36.0,28.0,35.0,35.0
36.0,28.0,35.0,35.0,38.333333333333336
28.0,35.0,35.0,38.333333333333336,36.111111111111114
20.0,24.0,22.0,13.0,15.0
24.0,22.0,13.0,15.0,9.0
22.0,13.0,15.0,9.0,8.0
13.0,15.0,9.0,8.0,11.0
15.0,9.0,8.0,11.0,7.0
9.0,8.0,11.0,7.0,8.0
8.0,11.0,7.0,8.0,8.0
11.0,7.0,8.0,8.0,6.0
7.0,8.0,8.0,6.0,12.0
8.0,8.0,6.0,12.0,8.0
8.0,6.0,12.0,8.0,7.0
6.0,12.0,8.0,7.0,5.0
12.0,8.0,7.0,5.0,7.0
8.0,7.0,5.0,7.0,2.0
7.0,5.0,7.0,2.0,2.0
5.0,7.0,2.0,2.0,4.0
7.0,2.0,2.0,4.0,6.0
2.0,2.0,4.0,6.0,7.0
2.0,4.0,6.0,7.0,7.0
4.0,6.0,7.0,7.0,6.0
6.0,7.0,7.0,6.0,8.0
7.0,7.0,6.0,8.0,13.0
7.0,6.0,8.0,13.0,14.0
6.0,8.0,13.0,14.0,16.0
8.0,13.0,14.0,16.0,21.0
13.0,14.0,16.0,21.0,14.0
14.0,16.0,21.0,14.0,25.0
16.0,21.0,14.0,25.0,30.0
21.0,14.0,25.0,30.0,37.0
14.0,25.0,30.0,37.0,50.0
25.0,30.0,37.0,50.0,52.0
30.0,37.0,50.0,52.0,45.0
37.0,50.0,52.0,45.0,54.0
50.0,52.0,45.0,54.0,49.0
52.0,45.0,54.0,49.0,41.0
45.0,54.0,49.0,41.0,47.0
54.0,49.0,41.0,47.0,41.0
49.0,41.0,47.0,41.0,63.0
41.0,47.0,41.0,63.0,43.0
47.0,41.0,63.0,43.0,53.0
41.0,63.0,43.0,53.0,53.0
63.0,43.0,53.0,53.0,41.0
43.0,53.0,53.0,41.0,56.0
53.0,53.0,41.0,56.0,63.0
53.0,41.0,56.0,63.0,50.0
41.0,56.0,63.0,50.0,41.0
56.0,63.0,50.0,41.0,64.0
63.0,50.0,41.0,64.0,65.0
50.0,41.0,64.0,65.0,59.0
41.0,64.0,65.0,59.0,56.0
64.0,65.0,59.0,56.0,59.0
65.0,59.0,56.0,59.0,54.0
59.0,56.0,59.0,54.0,57.0
56.0,59.0,54.0,57.0,56.0
59.0,54.0,57.0,56.0,67.0
54.0,57.0,56.0,67.0,48.0
57.0,56.0,67.0,48.0,47.0
56.0,67.0,48.0,47.0,61.0
67.0,48.0,47.0,61.0,54.0
48.0,47.0,61.0,54.0,56.0
47.0,61.0,54.0,56.0,65.66666666666667
61.0,54.0,56.0,65.66666666666667,57.0
54.0,56.0,65.66666666666667,57.0,76.0
56.0,65.66666666666667,57.0,76.0,72.0
65.66666666666667,57.0,76.0,72.0,68.0
57.0,76.0,72.0,68.0,92.0
76.0,72.0,68.0,92.0,93.0
72.0,68.0,92.0,93.0,63.0
68.0,92.0,93.0,63.0,101.0
92.0,93.0,63.0,101.0,104.0
93.0,63.0,101.0,104.0,110.0
63.0,101.0,104.0,110.0,86.0
101.0,104.0,110.0,86.0,91.0
104.0,110.0,86.0,91.0,74.0
110.0,86.0,91.0,74.0,76.0
86.0,91.0,74.0,76.0,69.0
91.0,74.0,76.0,69.0,69.0
74.0,76.0,69.0,69.0,59.0
76.0,69.0,69.0,59.0,39.0
69.0,69.0,59.0,39.0,48.0
69.0,59.0,39.0,48.0,38.0
59.0,39.0,48.0,38.0,42.0
39.0,48.0,38.0,42.0,32.0
48.0,38.0,42.0,32.0,38.0
38.0,42.0,32.0,38.0,34.0
42.0,32.0,38.0,34.0,28.0
32.0,38.0,34.0,28.0,24.0
38.0,34.0,28.0,24.0,25.0
34.0,28.0,24.0,25.0,27.0
28.0,24.0,25.0,27.0,26.0
24.0,25.0,27.0,26.0,34.0
25.0,27.0,26.0,34.0,27.0
23.0,20.0,18.0,13.0,12.0
20.0,18.0,13.0,12.0,11.0
18.0,13.0,12.0,11.0,17.0
13.0,12.0,11.0,17.0,7.0
12.0,11.0,17.0,7.0,10.0
11.0,17.0,7.0,10.0,6.0
17.0,7.0,10.0,6.0,10.0
7.0,10.0,6.0,10.0,4.0
10.0,6.0,10.0,4.0,8.0
6.0,10.0,4.0,8.0,8.0
10.0,4.0,8.0,8.0,8.0
4.0,8.0,8.0,8.0,9.0
8.0,8.0,8.0,9.0,4.0
8.0,8.0,9.0,4.0,5.0
8.0,9.0,4.0,5.0,6.0
9.0,4.0,5.0,6.0,9.0
4.0,5.0,6.0,9.0,13.0
5.0,6.0,9.0,13.0,6.0
6.0,9.0,13.0,6.0,8.0
9.0,13.0,6.0,8.0,7.0
13.0,6.0,8.0,7.0,11.0
6.0,8.0,7.0,11.0,14.0
8.0,7.0,11.0,14.0,9.0
7.0,11.0,14.0,9.0,11.0
11.0,14.0,9.0,11.0,16.0
14.0,9.0,11.0,16.0,22.0
9.0,11.0,16.0,22.0,31.0
11.0,16.0,22.0,31.0,20.0
16.0,22.0,31.0,20.0,39.666666666666664
22.0,31.0,20.0,39.666666666666664,45.0
31.0,20.0,39.666666666666664,45.0,39.0
20.0,39.666666666666664,45.0,39.0,48.0
39.666666666666664,45.0,39.0,48.0,58.0
45.0,39.0,48.0,58.0,53.0
39.0,48.0,58.0,53.0,58.0
48.0,58.0,53.0,58.0,56.0
58.0,53.0,58.0,56.0,54.0
53.0,58.0,56.0,54.0,41.0
58.0,56.0,54.0,41.0,48.0
56.0,54.0,41.0,48.0,37.0
54.0,41.0,48.0,37.0,51.0
41.0,48.0,37.0,51.0,44.0
48.0,37.0,51.0,44.0,50.0
37.0,51.0,44.0,50.0,50.0
51.0,44.0,50.0,50.0,59.0
44.0,50.0,50.0,59.0,47.0
50.0,50.0,59.0,47.0,42.0
50.0,59.0,47.0,42.0,60.0
59.0,47.0,42.0,60.0,59.0
47.0,42.0,60.0,59.0,50.0
42.0,60.0,59.0,50.0,52.0
60.0,59.0,50.0,52.0,62.0
59.0,50.0,52.0,62.0,46.0
50.0,52.0,62.0,46.0,64.0
52.0,62.0,46.0,64.0,56.0
62.0,46.0,64.0,56.0,58.0
46.0,64.0,56.0,58.0,48.0
64.0,56.0,58.0,48.0,57.0
56.0,58.0,48.0,57.0,57.0
58.0,48.0,57.0,57.0,61.0
48.0,57.0,57.0,61.0,66.0
57.0,57.0,61.0,66.0,55.0
57.0,61.0,66.0,55.0,66.0
61.0,66.0,55.0,66.0,53.0
66.0,55.0,66.0,53.0,81.0
55.0,66.0,53.0,81.0,71.0
66.0,53.0,81.0,71.0,86.0
53.0,81.0,71.0,86.0,90.0
81.0,71.0,86.0,90.0,102.0
71.0,86.0,90.0,102.0,102.0
86.0,90.0,102.0,102.0,88.0
90.0,102.0,102.0,88.0,91.0
102.0,102.0,88.0,91.0,104.0
102.0,88.0,91.0,104.0,103.0
88.0,91.0,104.0,103.0,85.0
91.0,104.0,103.0,85.0,82.0
104.0,103.0,85.0,82.0,77.66666666666667
103.0,85.0,82.0,77.66666666666667,67.0
85.0,82.0,77.66666666666667,67.0,63.0
82.0,77.66666666666667,67.0,63.0,60.0
77.66666666666667,67.0,63.0,60.0,44.0
67.0,63.0,60.0,44.0,46.0
63.0,60.0,44.0,46.0,36.0
60.0,44.0,46.0,36.0,36.0
44.0,46.0,36.0,36.0,35.0
46.0,36.0,36.0,35.0,24.0
36.0,36.0,35.0,24.0,24.0
36.0,35.0,24.0,24.0,29.0
35.0,24.0,24.0,29.0,19.0
24.0,24.0,29.0,19.0,25.0
24.0,29.0,19.0,25.0,34.0
29.0,19.0,25.0,34.0,31.333333333333332
37.77777777777778,26.0,30.0,22.0,20.0
26.0,30.0,22.0,20.0,14.0
30.0,22.0,20.0,14.0,18.0
22.0,20.0,14.0,18.0,7.0
20.0,14.0,18.0,7.0,12.0
14.0,18.0,7.0,12.0,7.0
18.0,7.0,12.0,7.0,12.0
7.0,12.0,7.0,12.0,11.0
12.0,7.0,12.0,11.0,8.0
7.0,12.0,11.0,8.0,11.0
12.0,11.0,8.0,11.0,7.0
11.0,8.0,11.0,7.0,8.0
8.0,11.0,7.0,8.0,11.0
11.0,7.0,8.0,11.0,9.0
7.0,8.0,11.0,9.0,11.0
8.0,11.0,9.0,11.0,11.0
11.0,9.0,11.0,11.0,6.0
9.0,11.0,11.0,6.0,12.0
11.0,11.0,6.0,12.0,13.0
11.0,6.0,12.0,13.0,10.0
6.0,12.0,13.0,10.0,6.0
12.0,13.0,10.0,6.0,14.0
13.0,10.0,6.0,14.0,17.0
10.0,6.0,14.0,17.0,11.0
6.0,14.0,17.0,11.0,27.0
14.0,17.0,11.0,27.0,17.0
17.0,11.0,27.0,17.0,26.0
11.0,27.0,17.0,26.0,35.0
27.0,17.0,26.0,35.0,45.0
17.0,26.0,35.0,45.0,45.0
26.0,35.0,45.0,45.0,43.0
35.0,45.0,45.0,43.0,40.0
45.0,45.0,43.0,40.0,59.0
45.0,43.0,40.0,59.0,56.0
43.0,40.0,59.0,56.0,48.0
40.0,59.0,56.0,48.0,46.0
59.0,56.0,48.0,46.0,43.0
56.0,48.0,46.0,43.0,60.0
48.0,46.0,43.0,60.0,42.0
46.0,43.0,60.0,42.0,41.0
43.0,60.0,42.0,41.0,43.0
60.0,42.0,41.0,43.0,44.0
42.0,41.0,43.0,44.0,52.0
41.0,43.0,44.0,52.0,56.0
43.0,44.0,52.0,56.0,55.0
44.0,52.0,56.0,55.0,51.0
52.0,56.0,55.0,51.0,55.0
56.0,55.0,51.0,55.0,62.0
55.0,51.0,55.0,62.0,68.0
51.0,55.0,62.0,68.0,54.0
55.0,62.0,68.0,54.0,54.0
62.0,68.0,54.0,54.0,55.0
68.0,54.0,54.0,55.0,52.0
54.0,54.0,55.0,52.0,65.0
54.0,55.0,52.0,65.0,54.0
55.0,52.0,65.0,54.0,54.0
52.0,65.0,54.0,54.0,52.0
65.0,54.0,54.0,52.0,55.0
54.0,54.0,52.0,55.0,68.0
54.0,52.0,55.0,68.0,69.0
52.0,55.0,68.0,69.0,55.0
55.0,68.0,69.0,55.0,68.0
68.0,69.0,55.0,68.0,75.0
69.0,55.0,68.0,75.0,76.0
55.0,68.0,75.0,76.0,81.0
68.0,75.0,76.0,81.0,76.0
75.0,76.0,81.0,76.0,86.0
76.0,81.0,76.0,86.0,88.0
81.0,76.0,86.0,88.0,86.0
76.0,86.0,88.0,86.0,97.0
86.0,88.0,86.0,97.0,95.0
88.0,86.0,97.0,95.0,90.0
86.0,97.0,95.0,90.0,100.0
97.0,95.0,90.0,100.0,81.0
95.0,90.0,100.0,81.0,85.0
90.0,100.0,81.0,85.0,81.0
100.0,81.0,85.0,81.0,62.0
81.0,85.0,81.0,62.0,66.0
85.0,81.0,62.0,66.0,62.0
81.0,62.0,66.0,62.0,31.0
62.0,66.0,62.0,31.0,44.0
66.0,62.0,31.0,44.0,48.333333333333336
62.0,31.0,44.0,48.333333333333336,46.77777777777778
31.0,44.0,48.333333333333336,46.77777777777778,41.925925925925924
44.0,48.333333333333336,46.77777777777778,41.925925925925924,36.0
48.333333333333336,46.77777777777778,41.925925925925924,36.0,27.0
46.77777777777778,41.925925925925924,36.0,27.0,31.0
41.925925925925924,36.0,27.0,31.0,28.0
36.0,27.0,31.0,28.0,27.0
27.0,31.0,28.0,27.0,31.666666666666668
31.0,28.0,27.0,31.666666666666668,30.0
28.0,27.0,31.666666666666668,30.0,38.59259259259259
28.0,26.0,22.0,25.0,24.0
26.0,22.0,25.0,24.0,18.0
22.0,25.0,24.0,18.0,19.0
25.0,24.0,18.0,19.0,25.0
24.0,18.0,19.0,25.0,22.0
18.0,19.0,25.0,22.0,16.0
19.0,25.0,22.0,16.0,23.666666666666668
25.0,22.0,16.0,23.666666666666668,26.0
22.0,16.0,23.666666666666668,26.0,21.0
16.0,23.666666666666668,26.0,21.0,18.0
23.666666666666668,26.0,21.0,18.0,20.0
26.0,21.0,18.0,20.0,19.0
21.0,18.0,20.0,19.0,24.0
18.0,20.0,19.0,24.0,23.0
20.0,19.0,24.0,23.0,16.0
19.0,24.0,23.0,16.0,14.0
24.0,23.0,16.0,14.0,17.0
23.0,16.0,14.0,17.0,15.0
16.0,14.0,17.0,15.0,17.0
14.0,17.0,15.0,17.0,14.0
17.0,15.0,17.0,14.0,13.0
15.0,17.0,14.0,13.0,17.0
17.0,14.0,13.0,17.0,23.0
14.0,13.0,17.0,23.0,15.0
13.0,17.0,23.0,15.0,14.0
17.0,23.0,15.0,14.0,17.0
23.0,15.0,14.0,17.0,17.0
15.0,14.0,17.0,17.0,24.0
14.0,17.0,17.0,24.0,20.0
17.0,17.0,24.0,20.0,14.0
17.0,24.0,20.0,14.0,25.0
24.0,20.0,14.0,25.0,25.0
20.0,14.0,25.0,25.0,24.0
14.0,25.0,25.0,24.0,19.0
25.0,25.0,24.0,19.0,27.0
25.0,24.0,19.0,27.0,27.0
24.0,19.0,27.0,27.0,24.0
19.0,27.0,27.0,24.0,27.0
27.0,27.0,24.0,27.0,20.0
27.0,24.0,27.0,20.0,24.0
24.0,27.0,20.0,24.0,34.0
27.0,20.0,24.0,34.0,30.0
20.0,24.0,34.0,30.0,26.0
24.0,34.0,30.0,26.0,27.0
34.0,30.0,26.0,27.0,40.0
30.0,26.0,27.0,40.0,45.0
26.0,27.0,40.0,45.0,33.0
27.0,40.0,45.0,33.0,42.0
40.0,45.0,33.0,42.0,31.0
45.0,33.0,42.0,31.0,39.0
33.0,42.0,31.0,39.0,32.0
42.0,31.0,39.0,32.0,36.0
31.0,39.0,32.0,36.0,30.0
39.0,32.0,36.0,30.0,34.0
32.0,36.0,30.0,34.0,30.0
36.0,30.0,34.0,30.0,30.0
30.0,34.0,30.0,30.0,23.0
34.0,30.0,30.0,23.0,29.0
30.0,30.0,23.0,29.0,31.0
30.0,23.0,29.0,31.0,40.0
23.0,29.0,31.0,40.0,32.0
29.0,31.0,40.0,32.0,37.0
31.0,40.0,32.0,37.0,37.0
40.0,32.0,37.0,37.0,41.0
32.0,37.0,37.0,41.0,41.0
37.0,37.0,41.0,41.0,30.0
37.0,41.0,41.0,30.0,48.0
41.0,41.0,30.0,48.0,38.0
41.0,30.0,48.0,38.0,40.0
30.0,48.0,38.0,40.0,46.0
48.0,38.0,40.0,46.0,30.0
38.0,40.0,46.0,30.0,30.0
40.0,46.0,30.0,30.0,37.0
46.0,30.0,30.0,37.0,51.0
30.0,30.0,37.0,51.0,32.0
30.0,37.0,51.0,32.0,41.0
37.0,51.0,32.0,41.0,47.0
51.0,32.0,41.0,47.0,25.0
32.0,41.0,47.0,25.0,28.0
41.0,47.0,25.0,28.0,32.0
47.0,25.0,28.0,32.0,32.0
25.0,28.0,32.0,32.0,36.0
28.0,32.0,32.0,36.0,32.0
32.0,32.0,36.0,32.0,31.0
32.0,36.0,32.0,31.0,32.0
36.0,32.0,31.0,32.0,28.0
32.0,31.0,32.0,28.0,32.0
31.0,32.0,28.0,32.0,21.0
32.0,28.0,32.0,21.0,21.0
28.0,32.0,21.0,21.0,17.0
32.0,21.0,21.0,17.0,17.0
21.0,21.0,17.0,17.0,36.0
29.0,30.0,27.0,26.0,21.0
30.0,27.0,26.0,21.0,22.0
27.0,26.0,21.0,22.0,24.0
26.0,21.0,22.0,24.0,15.0
21.0,22.0,24.0,15.0,14.0
22.0,24.0,15.0,14.0,13.0
24.0,15.0,14.0,13.0,22.0
15.0,14.0,13.0,22.0,19.0
14.0,13.0,22.0,19.0,25.0
13.0,22.0,19.0,25.0,19.0
22.0,19.0,25.0,19.0,16.0
19.0,25.0,19.0,16.0,22.0
25.0,19.0,16.0,22.0,21.0
19.0,16.0,22.0,21.0,17.0
16.0,22.0,21.0,17.0,18.0
22.0,21.0,17.0,18.0,9.0
21.0,17.0,18.0,9.0,19.0
17.0,18.0,9.0,19.0,19.0
18.0,9.0,19.0,19.0,17.0
9.0,19.0,19.0,17.0,14.0
19.0,19.0,17.0,14.0,14.0
19.0,17.0,14.0,14.0,12.0
17.0,14.0,14.0,12.0,14.0
14.0,14.0,12.0,14.0,10.0
14.0,12.0,14.0,10.0,19.0
12.0,14.0,10.0,19.0,12.0
14.0,10.0,19.0,12.0,16.0
10.0,19.0,12.0,16.0,13.0
19.0,12.0,16.0,13.0,17.0
12.0,16.0,13.0,17.0,13.0
16.0,13.0,17.0,13.0,16.0
13.0,17.0,13.0,16.0,14.0
17.0,13.0,16.0,14.0,15.0
13.0,16.0,14.0,15.0,20.0
16.0,14.0,15.0,20.0,25.0
14.0,15.0,20.0,25.0,16.0
15.0,20.0,25.0,16.0,22.0
20.0,25.0,16.0,22.0,16.0
25.0,16.0,22.0,16.0,21.0
16.0,22.0,16.0,21.0,27.0
22.0,16.0,21.0,27.0,25.0
16.0,21.0,27.0,25.0,30.0
21.0,27.0,25.0,30.0,22.0
27.0,25.0,30.0,22.0,35.0
25.0,30.0,22.0,35.0,34.0
30.0,22.0,35.0,34.0,29.0
22.0,35.0,34.0,29.0,34.0
35.0,34.0,29.0,34.0,14.0
34.0,29.0,34.0,14.0,31.0
29.0,34.0,14.0,31.0,30.0
34.0,14.0,31.0,30.0,19.0
14.0,31.0,30.0,19.0,23.0
31.0,30.0,19.0,23.0,18.0
30.0,19.0,23.0,18.0,28.0
19.0,23.0,18.0,28.0,21.0
23.0,18.0,28.0,21.0,24.0
18.0,28.0,21.0,24.0,27.0
28.0,21.0,24.0,27.0,38.0
21.0,24.0,27.0,38.0,38.0
24.0,27.0,38.0,38.0,41.0
27.0,38.0,38.0,41.0,35.0
38.0,38.0,41.0,35.0,33.0
38.0,41.0,35.0,33.0,48.0
41.0,35.0,33.0,48.0,43.0
35.0,33.0,48.0,43.0,51.0
33.0,48.0,43.0,51.0,51.0
48.0,43.0,51.0,51.0,46.0
43.0,51.0,51.0,46.0,31.0
51.0,51.0,46.0,31.0,45.0
51.0,46.0,31.0,45.0,41.0
46.0,31.0,45.0,41.0,26.0
31.0,45.0,41.0,26.0,44.0
45.0,41.0,26.0,44.0,29.0
41.0,26.0,44.0,29.0,34.0
26.0,44.0,29.0,34.0,25.0
44.0,29.0,34.0,25.0,34.0
29.0,34.0,25.0,34.0,30.0
34.0,25.0,34.0,30.0,32.0
25.0,34.0,30.0,32.0,28.0
34.0,30.0,32.0,28.0,29.0
30.0,32.0,28.0,29.0,20.0
32.0,28.0,29.0,20.0,24.0
28.0,29.0,20.0,24.0,21.0
29.0,20.0,24.0,21.0,19.0
20.0,24.0,21.0,19.0,16.0
24.0,21.0,19.0,16.0,27.0
21.0,19.0,16.0,27.0,14.0
19.0,16.0,27.0,14.0,11.0
16.0,27.0,14.0,11.0,14.0
27.0,14.0,11.0,14.0,28.0
14.0,11.0,14.0,28.0,13.0
11.0,14.0,28.0,13.0,14.0
17.0,14.0,11.0,6.0,5.0
14.0,11.0,6.0,5.0,5.0
11.0,6.0,5.0,5.0,8.0
6.0,5.0,5.0,8.0,1.0
5.0,5.0,8.0,1.0,2.0
5.0,8.0,1.0,2.0,1.0
8.0,1.0,2.0,1.0,3.0
1.0,2.0,1.0,3.0,2.0
2.0,1.0,3.0,2.0,5.0
1.0,3.0,2.0,5.0,2.0
3.0,2.0,5.0,2.0,4.0
2.0,5.0,2.0,4.0,2.0
5.0,2.0,4.0,2.0,4.0
2.0,4.0,2.0,4.0,0.0
4.0,2.0,4.0,0.0,6.0
2.0,4.0,0.0,6.0,7.0
4.0,0.0,6.0,7.0,11.0
0.0,6.0,7.0,11.0,3.0
6.0,7.0,11.0,3.0,10.0
7.0,11.0,3.0,10.0,9.0
11.0,3.0,10.0,9.0,16.0
3.0,10.0,9.0,16.0,19.0
10.0,9.0,16.0,19.0,9.0
9.0,16.0,19.0,9.0,21.0
16.0,19.0,9.0,21.0,18.0
19.0,9.0,21.0,18.0,18.0
9.0,21.0,18.0,18.0,27.0
21.0,18.0,18.0,27.0,24.0
18.0,18.0,27.0,24.0,39.0
18.0,27.0,24.0,39.0,45.0
27.0,24.0,39.0,45.0,54.0
24.0,39.0,45.0,54.0,40.0
